/Users/wuyueer/Desktop/logo rec/samples/download-1 copy.png,"Microsoft Azure"
/Users/wuyueer/Desktop/logo rec/samples/download-1 copy.png,"Microsoft Azure"
/Users/wuyueer/Desktop/logo rec/samples/download-3_ copy.png,"Rackspace Technology"
/Users/wuyueer/Desktop/logo rec/samples/download-3-1 copy.png,"Royal Dutch Shell"
/Users/wuyueer/Desktop/logo rec/samples/images-3-1 copy.png,"Google Cloud Platform"
/Users/wuyueer/Desktop/logo rec/samples/20336484-tesla-logo-tesla-symbol-transparent-png-kostenlos-vektor.jpg,"Tesla, Inc."
/Users/wuyueer/Desktop/logo rec/samples/20336484-tesla-logo-tesla-symbol-transparent-png-kostenlos-vektor.jpg,"Tesla, Inc."
/Users/wuyueer/Desktop/logo rec/samples/nvidia.jpg,"Nvidia"
/Users/wuyueer/Desktop/logo rec/samples/download-11 copy.png,"Samsung"
/Users/wuyueer/Desktop/logo rec/samples/images-1 copy.png,"Salesforce"
/Users/wuyueer/Desktop/logo rec/samples/images,"TSMC"
/Users/wuyueer/Desktop/logo rec/samples/AppDynamics_LOGO_STACKED_DEEPSPACE copy.jpg,"AppDynamics"
/Users/wuyueer/Desktop/logo rec/samples/images-1-1 copy.png,"Twilio"
/Users/wuyueer/Desktop/logo rec/samples/becpildos.jpg,"Beck's Brewery"
/Users/wuyueer/Desktop/logo rec/samples/becpildos.jpg,"Beck's Brewery"
/Users/wuyueer/Desktop/logo rec/samples/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg,"Marlboro"
/Users/wuyueer/Desktop/logo rec/samples/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg,"Pampers"
/Users/wuyueer/Desktop/logo rec/samples/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg,"ESPN"
/Users/wuyueer/Desktop/logo rec/samples/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg,"Kraft Foods"
/Users/wuyueer/Desktop/logo rec/samples/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg,"Chevrolet"
/Users/wuyueer/Desktop/logo rec/samples/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg,"Ford Motor Company"
/Users/wuyueer/Desktop/logo rec/samples/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg,"Microsoft Corporation"
/Users/wuyueer/Desktop/logo rec/samples/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg,"Mastercard"
/Users/wuyueer/Desktop/logo rec/samples/download-7 copy.png,"Xfinity"
/Users/wuyueer/Desktop/logo rec/samples/1640205885683 copy.png,"Amazon Web Services"
/Users/wuyueer/Desktop/logo rec/samples/images-2 copy.png,"Lenovo"
/Users/wuyueer/Desktop/logo rec/samples/download-8 copy.png,"Looker"
/Users/wuyueer/Desktop/logo rec/samples/download-9 copy.png,"SoFi"
/Users/wuyueer/Desktop/logo rec/samples/AppDynamics copy.png,"AppDynamics"
/Users/wuyueer/Desktop/logo rec/samples/AppDynamics copy.png,"AppDynamics"
/Users/wuyueer/Desktop/logo rec/samples/download copy.png,"Deloitte"
/Users/wuyueer/Desktop/logo rec/samples/download-2-1 copy.png,"Avanade"
/Users/wuyueer/Desktop/logo rec/samples/download-2 copy.png,"Microsoft Windows"
/Users/wuyueer/Desktop/logo rec/samples/download-3 copy.png,"Databricks"
/Users/wuyueer/Desktop/logo rec/samples/images-1_ copy.png,"Capgemini"
/Users/wuyueer/Desktop/logo rec/samples/1612205615891 copy.png,"Amazon.com"
/Users/wuyueer/Desktop/logo rec/samples/rammstein.png,"Europe Stadium Tour 2019"
/Users/wuyueer/Desktop/logo rec/samples/download-5 copy.png,"Datadog"
/Users/wuyueer/Desktop/logo rec/samples/download-4 copy.png,"GitLab"
/Users/wuyueer/Desktop/logo rec/samples/rheinmetall,"Rheinmetall MAN Military Vehicles"
/Users/wuyueer/Desktop/logo rec/samples/images copy.png,"HubSpot"
/Users/wuyueer/Desktop/logo rec/samples/data,"TSMC"
/Users/wuyueer/Desktop/logo rec/samples/download-6_ copy.png,"Asana"
/Users/wuyueer/Desktop/logo rec/samples/download-6_ copy.png,"Asana"
/Users/wuyueer/Desktop/logo rec/samples/619194a1aaba4d7b6bd38520_6133a0b56761de70d6829128_fivetran-databricks-connector-p-500 copy.png,"Fivetran"
/Users/wuyueer/Desktop/logo rec/samples/download copy 3.png,"Whole Foods Market"
/Users/wuyueer/Desktop/logo rec/samples/images-5 copy.png,"Nasdaq"
/Users/wuyueer/Desktop/logo rec/samples/images-4 copy.png,"Snowflake"
